"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
912 2 2 1 1 52 2 1 1 1 1 59
912 3 1 1 1 22 3 1 1 1 1 59
912 4 2 1 1 15 3 1 1 1 1 59
913 2 2 1 1 62 2 1 1 1 1 79
914 2 2 1 5 46 2 1 1 1 5 71
915 2 2 1 1 72 2 1 1 1 1 81
916 2 2 1 1 82 2 1 1 1 1 83
917 2 2 2 1 37 2 2 1 2 1 34
918 2 1 1 1 31 3 2 2 1 1 51
919 2 1 1 1 29 3 1 2 1 1 52
919 3 2 1 1 24 3 1 2 1 1 52
920 2 2 2 1 58 3 2 2 2 1 77
921 2 2 1 1 56 2 1 1 1 1 54
922 2 2 1 1 54 2 1 1 1 1 58
923 2 1 1 1 42 2 1 2 1 1 37
923 3 1 1 1 10 3 1 2 1 1 37
923 4 1 1 1 6 3 1 2 1 1 37
924 2 2 1 1 29 2 2 1 1 1 30
925 2 1 1 1 10 3 2 1 1 1 38
925 3 2 1 1 5 3 2 1 1 1 38
926 2 2 1 1 25 7 1 2 1 1 27
926 3 1 1 1 31 11 1 2 1 1 27
927 2 2 1 1 64 2 1 1 1 1 65
927 3 2 1 1 32 3 1 1 1 1 65
928 2 1 2 1 58 11 1 2 2 1 57
929 2 2 7 2 34 2 1 1 7 2 36
930 2 2 1 1 49 2 1 1 8 1 51
930 3 2 1 1 24 3 1 1 8 1 51
930 4 2 1 1 13 3 1 1 8 1 51
931 2 1 1 2 6 3 2 2 1 2 28
932 2 2 1 1 25 2 2 1 1 1 32
933 2 2 1 1 82 2 1 1 1 1 84
934 2 1 1 1 11 3 2 2 1 1 27
934 3 2 1 1 4 3 2 2 1 1 27
934 4 2 1 1 1 3 2 2 1 1 27
935 2 1 1 1 57 11 2 2 1 1 46
936 2 2 1 1 36 2 1 1 1 1 45
936 3 2 1 1 16 3 1 1 1 1 45
936 4 2 1 1 15 3 1 1 1 1 45
936 5 1 1 1 13 3 1 1 1 1 45
936 6 2 1 1 11 3 1 1 1 1 45
937 2 2 1 1 88 2 2 1 1 1 89
938 2 2 1 1 64 2 1 1 1 1 66
938 3 1 1 1 38 3 1 1 1 1 66
939 2 2 1 1 54 2 1 1 1 1 55
939 3 1 1 1 21 3 1 1 1 1 55
939 4 2 1 1 20 3 1 1 1 1 55
940 2 2 1 1 34 2 1 1 1 1 30
940 3 1 1 1 8 3 1 1 1 1 30
940 4 1 1 1 3 3 1 1 1 1 30
941 2 2 1 1 35 2 1 1 1 1 38
941 3 1 1 1 3 3 1 1 1 1 38
942 2 1 1 1 66 2 1 2 1 1 63
943 2 2 1 1 63 2 2 1 1 1 60
944 2 1 1 1 55 2 1 2 1 1 42
944 3 2 1 5 12 9 1 2 1 1 42
945 2 1 1 1 63 2 1 2 1 1 62
946 2 1 1 1 66 2 1 2 1 1 70
947 2 1 1 1 21 11 2 2 1 1 20
948 2 1 1 1 40 11 1 2 1 1 53
949 2 2 1 1 66 2 1 1 1 1 67
950 2 2 1 1 61 2 1 1 1 1 68
950 3 1 2 1 8 9 1 1 1 1 68
950 4 1 2 1 6 9 1 1 1 1 68
951 2 2 7 5 17 3 2 2 7 5 35
951 3 1 8 5 13 3 2 2 7 5 35
952 2 2 1 1 33 2 1 1 1 1 33
952 3 1 1 1 1 3 1 1 1 1 33
953 2 2 1 1 61 12 1 2 1 1 70
954 2 2 1 1 18 12 1 2 1 1 70
954 3 2 1 1 18 12 1 2 1 1 70
954 4 1 1 1 9 12 1 2 1 1 70
955 2 1 1 1 46 2 1 2 1 1 41
955 3 1 1 1 17 3 1 2 1 1 41
955 4 2 1 1 14 3 1 2 1 1 41
955 5 2 1 1 9 3 1 2 1 1 41
956 2 2 1 1 55 11 2 2 1 1 61
957 2 1 1 1 47 2 1 2 1 1 49
957 3 2 1 1 18 3 1 2 1 1 49
957 4 1 1 1 16 3 1 2 1 1 49
958 2 1 1 1 15 3 2 2 1 1 50
958 3 1 1 1 11 3 2 2 1 1 50
959 2 2 8 1 29 2 2 1 6 1 32
959 3 1 8 1 4 3 2 1 6 1 32
959 4 1 6 1 30 7 2 1 6 1 32
959 5 2 6 1 67 5 2 1 6 1 32
960 2 1 1 1 21 3 2 2 1 1 39
960 3 2 1 1 57 5 2 2 1 1 39
961 2 1 1 1 36 2 1 2 1 1 37
961 3 1 1 1 6 3 1 2 1 1 37
961 4 1 7 5 1 3 1 2 1 1 37
962 2 2 1 1 51 2 1 1 1 1 51
962 3 1 1 1 14 3 1 1 1 1 51
963 2 2 1 1 64 2 1 1 1 1 67
964 2 1 1 1 52 2 1 2 1 1 47
964 3 1 1 1 19 3 1 2 1 1 47
964 4 1 1 1 15 3 1 2 1 1 47
965 2 2 1 1 66 2 1 1 1 1 68
966 2 1 1 2 40 2 2 2 1 2 41
966 3 1 1 2 14 3 2 2 1 2 41
966 4 1 1 2 12 3 2 2 1 2 41
966 5 2 1 2 6 3 2 2 1 2 41
967 2 2 6 1 36 11 2 1 6 1 29
968 2 1 1 1 22 2 2 2 1 1 21
969 2 1 1 1 71 2 1 2 1 1 72
970 2 2 1 1 44 2 2 1 1 1 51
970 3 2 1 1 19 3 2 1 1 1 51
970 4 1 1 1 17 3 2 1 1 1 51
971 2 1 2 1 32 11 2 1 1 1 34
972 2 1 1 1 53 2 1 2 1 1 53
972 3 2 1 1 23 3 1 2 1 1 53
973 2 2 4 1 38 2 1 1 4 1 40
973 3 1 4 1 7 3 1 1 4 1 40
974 2 2 1 1 27 11 2 1 1 1 34
974 3 1 1 1 7 12 2 1 1 1 34
974 4 1 1 1 4 12 2 1 1 1 34
975 2 2 7 5 54 2 2 1 7 5 59
975 3 2 1 5 19 3 2 1 7 5 59
976 2 1 1 1 12 3 2 2 1 1 43
976 3 1 1 1 8 3 2 2 1 1 43
977 2 2 1 1 46 2 1 1 1 1 53
977 3 1 1 1 22 3 1 1 1 1 53
978 2 2 1 1 52 2 1 1 1 1 53
978 3 1 1 1 19 3 1 1 1 1 53
978 4 2 1 1 15 3 1 1 1 1 53
979 2 2 8 1 33 3 1 1 8 1 58
979 3 1 8 1 11 9 1 1 8 1 58
979 4 1 8 1 8 9 1 1 8 1 58
979 5 1 8 1 5 9 1 1 8 1 58
979 6 2 8 1 1 10 1 1 8 1 58
980 2 2 1 1 48 2 2 1 1 1 55
980 3 2 1 1 16 3 2 1 1 1 55
980 4 2 1 1 14 3 2 1 1 1 55
980 5 1 1 1 23 3 2 1 1 1 55
981 2 1 1 1 70 2 1 2 1 1 65
982 2 1 1 1 57 2 1 2 1 1 55
983 2 2 1 1 41 2 1 1 1 1 42
983 3 2 1 1 9 3 1 1 1 1 42
983 4 2 1 1 11 3 1 1 1 1 42
984 2 1 1 1 53 2 1 2 1 1 55
984 3 1 1 1 16 3 1 2 1 1 55
984 4 2 1 1 16 3 1 2 1 1 55
985 2 2 1 1 61 2 1 1 1 1 73
986 2 2 1 1 36 2 1 1 1 1 40
986 3 2 1 1 9 3 1 1 1 1 40
987 2 2 1 5 41 2 1 1 1 1 41
987 3 2 1 5 12 3 1 1 1 1 41
987 4 1 1 5 8 3 1 1 1 1 41
988 2 2 8 1 47 2 2 1 1 1 56
989 2 2 7 2 55 2 2 1 7 2 55
989 3 1 7 2 27 3 2 1 7 2 55
990 2 2 1 1 36 2 1 1 1 1 37
990 3 2 1 1 3 3 1 1 1 1 37
991 2 2 1 1 56 2 1 1 1 1 55
992 2 1 1 1 56 2 1 2 1 1 46
993 2 1 1 1 84 2 1 2 1 1 84
994 2 2 1 1 44 2 2 1 1 1 49
994 3 2 1 1 14 3 2 1 1 1 49
994 4 2 1 1 12 3 2 1 1 1 49
995 2 1 2 1 50 2 1 2 2 1 44
995 3 1 2 1 22 3 1 2 2 1 44
995 4 1 2 1 23 3 1 2 2 1 44
996 2 2 1 1 67 2 1 1 1 1 68
997 2 2 1 2 69 2 1 1 1 2 79
997 3 1 1 5 49 3 1 1 1 2 79
998 2 1 1 1 24 3 1 1 1 1 52
998 3 2 1 1 3 9 1 1 1 1 52
998 4 2 1 1 23 10 1 1 1 1 52
999 2 2 1 1 51 2 1 1 1 1 51
999 3 2 1 1 15 3 1 1 1 1 51
999 4 1 1 1 8 3 1 1 1 1 51
1000 2 1 1 1 65 2 1 2 1 1 67
1001 2 2 2 1 41 3 2 2 2 1 73
1001 3 2 2 1 16 9 2 2 2 1 73
1001 4 1 2 1 12 9 2 2 2 1 73
1001 5 1 2 1 43 4 2 2 2 1 73
1002 2 1 1 1 52 11 1 2 1 1 52
1003 2 1 1 1 52 7 1 2 1 1 64
1004 2 1 1 1 54 2 1 2 1 1 51
1005 2 2 1 1 18 3 2 2 1 1 36
1005 3 2 1 1 13 3 2 2 1 1 36
1005 4 1 1 1 2 9 2 2 1 1 36
1006 2 1 1 1 48 12 2 2 1 1 24
1007 2 1 1 1 15 3 2 2 1 1 33
1007 3 1 1 1 12 3 2 2 1 1 33
1008 2 1 1 1 58 2 1 2 1 1 52
1008 3 1 1 1 29 3 1 2 1 1 52
1008 4 1 1 1 25 3 1 2 1 1 52
1008 5 2 1 1 21 3 1 2 1 1 52
1009 2 2 1 1 56 2 1 1 1 1 61
1010 2 1 1 1 40 2 1 2 1 1 40
1010 3 2 1 1 20 3 1 2 1 1 40
1010 4 1 1 1 18 3 1 2 1 1 40
1011 2 2 1 1 22 11 1 1 1 1 22
1012 2 1 1 1 41 2 1 2 1 1 41
1012 3 2 1 1 16 3 1 2 1 1 41
1012 4 1 1 1 11 3 1 2 1 1 41
1012 5 1 1 1 6 3 1 2 1 1 41
1013 2 1 1 1 17 3 2 2 1 1 37
1013 3 2 1 1 15 3 2 2 1 1 37
1014 2 2 1 1 81 2 1 1 1 1 83
1015 2 1 1 1 42 11 1 2 1 1 41
1016 2 2 1 2 81 11 1 2 1 2 83
1017 2 1 1 1 55 2 2 2 1 1 52
1017 3 2 1 1 24 3 2 2 1 1 52
1017 4 1 1 1 19 3 2 2 1 1 52
1018 2 1 1 1 53 2 1 2 1 1 68
1019 2 1 8 1 52 7 2 2 8 1 51
1020 2 2 2 1 6 3 2 2 8 1 24
1020 3 2 2 1 1 3 2 2 8 1 24
1021 2 2 1 1 70 2 1 1 1 1 74
1022 2 1 1 2 38 2 2 2 1 2 38
1022 3 1 1 2 16 3 2 2 1 2 38
1022 4 2 1 2 13 3 2 2 1 2 38
1022 5 1 1 2 7 3 2 2 1 2 38
1023 2 1 7 2 2 3 2 1 7 2 21
1023 3 2 7 2 21 11 2 1 7 2 21
1024 2 2 1 1 47 2 1 1 1 1 59
1025 2 2 2 1 77 2 1 1 2 1 78
1026 2 1 1 2 23 7 2 2 1 2 21
1026 3 1 1 2 57 5 2 2 1 2 21
1026 4 2 1 2 54 5 2 2 1 2 21
1027 2 2 1 1 64 2 2 1 1 1 65
1028 2 1 1 1 41 2 1 2 1 1 42
1028 3 2 1 1 17 3 1 2 1 1 42
1028 4 1 1 1 13 3 1 2 1 1 42
1029 2 2 1 1 57 2 1 1 1 1 58
1029 3 2 1 1 22 3 1 1 1 1 58
1030 2 2 1 1 91 2 1 1 1 1 90
1031 2 2 3 2 62 2 1 1 1 1 59
1032 2 2 1 1 75 2 1 1 1 1 78
1033 2 1 1 1 14 3 2 2 1 1 46
1033 3 1 1 1 12 3 2 2 1 1 46
1033 4 1 1 1 10 3 2 2 1 1 46
1034 2 1 3 1 54 11 1 1 1 1 62
1035 2 1 1 1 27 3 1 2 1 1 65
1036 2 1 1 1 68 2 1 2 1 1 65
1037 2 2 1 1 38 2 1 1 1 1 39
1037 3 2 1 1 7 3 1 1 1 1 39
1037 4 2 1 1 4 3 1 1 1 1 39
1038 2 2 1 1 62 2 1 1 1 1 57
1039 2 2 1 1 11 3 2 2 1 1 30
1039 3 2 1 1 10 3 2 2 1 1 30
1040 2 2 1 1 50 2 1 1 1 1 53
1040 3 2 1 1 14 3 1 1 1 1 53
1041 2 2 1 1 35 2 1 1 1 1 44
1042 2 2 1 1 48 2 1 1 1 1 51
1042 3 2 1 1 19 3 1 1 1 1 51
1042 4 2 1 1 14 3 1 1 1 1 51
1043 2 2 1 1 54 2 2 1 1 1 57
1043 3 1 1 1 21 3 2 1 1 1 57
1044 2 2 1 1 78 2 1 1 1 1 79
1045 2 2 7 5 15 3 2 1 7 5 38
1045 3 1 7 5 10 3 2 1 7 5 38
1045 4 2 7 5 21 10 2 1 7 5 38
1046 2 2 1 1 56 2 1 1 1 1 66
1047 2 2 1 1 37 2 1 1 1 1 35
1047 3 1 1 1 6 3 1 1 1 1 35
1047 4 1 1 1 4 3 1 1 1 1 35
1047 5 2 1 1 2 3 1 1 1 1 35
1048 2 2 1 1 19 3 2 2 1 1 46
1049 2 2 1 1 52 2 1 1 1 1 53
1050 2 2 1 1 66 2 1 1 1 1 75
1051 2 1 2 1 11 3 2 2 2 1 30
1051 3 1 2 1 5 3 2 2 2 1 30
1052 2 2 1 1 19 3 1 2 1 1 48
1053 2 2 1 1 24 11 2 2 1 1 23
1053 3 2 1 1 23 11 2 2 1 1 23
1054 2 2 1 1 71 2 1 1 1 1 59
1055 2 1 3 1 34 2 2 2 1 1 31
1055 3 1 1 1 12 3 2 2 1 1 31
1055 4 2 8 1 6 3 2 2 1 1 31
1055 5 1 1 1 3 3 2 2 1 1 31
1055 6 2 9 1 9 3 2 2 1 1 31
1056 2 1 2 1 42 2 2 2 2 1 43
1056 3 2 2 1 18 3 2 2 2 1 43
1056 4 2 8 1 16 3 2 2 2 1 43
1056 5 2 2 1 7 3 2 2 2 1 43
1056 6 1 2 1 5 3 2 2 2 1 43
1057 2 2 1 1 65 2 1 1 1 1 65
1058 2 1 1 1 58 2 1 2 1 1 55
1059 2 1 1 1 30 2 2 2 1 1 28
1059 3 2 1 1 2 3 2 2 1 1 28
1060 2 2 1 1 51 2 1 1 1 1 57
1060 3 1 1 1 23 3 1 1 1 1 57
1061 2 1 1 1 19 11 2 1 1 1 22
1061 3 2 1 1 19 11 2 1 1 1 22
1062 2 2 1 1 50 2 1 1 1 1 45
1063 2 1 1 1 23 3 1 2 1 1 53
1063 3 2 1 1 22 3 1 2 1 1 53
1063 4 2 1 1 18 3 1 2 1 1 53
1064 2 2 1 1 50 2 1 1 1 1 57
1064 3 1 1 1 17 3 1 1 1 1 57
1064 4 2 1 1 11 3 1 1 1 1 57
1065 2 1 1 1 55 7 2 1 1 1 69
1066 2 2 1 1 42 2 2 1 8 1 44
1066 3 2 1 1 12 3 2 1 8 1 44
1066 4 1 1 1 9 3 2 1 8 1 44
1067 2 2 1 1 37 2 2 1 3 1 44
1067 3 2 1 1 15 3 2 1 3 1 44
1067 4 1 1 1 19 12 2 1 3 1 44
1068 2 2 2 1 49 7 1 2 2 1 47
1069 2 1 2 1 15 3 2 2 2 1 34
1069 3 1 2 1 12 3 2 2 2 1 34
1069 4 1 2 1 10 3 2 2 2 1 34
1069 5 1 2 1 8 3 2 2 2 1 34
1070 2 2 1 1 76 2 1 1 1 1 78
1071 2 1 2 1 31 11 1 1 1 1 29
1071 3 1 8 1 28 11 1 1 1 1 29
1072 2 1 1 1 70 2 1 2 1 1 73
1073 2 2 4 1 53 7 2 1 4 1 52
1073 3 2 4 1 84 5 2 1 4 1 52
1074 2 1 6 1 48 2 1 2 6 1 48
1074 3 2 6 1 21 3 1 2 6 1 48
1074 4 1 6 1 17 3 1 2 6 1 48
1075 2 1 1 1 22 11 2 1 1 1 21
1075 3 1 1 1 22 11 2 1 1 1 21
1075 4 1 1 1 22 11 2 1 1 1 21
1075 5 1 1 1 22 11 2 1 1 1 21
1076 2 2 1 1 51 2 1 1 1 1 51
1076 3 1 1 1 16 3 1 1 1 1 51
1077 2 2 2 1 59 3 1 2 2 1 76
1078 2 2 8 1 25 2 2 1 1 1 25
1078 3 1 8 1 19 10 2 1 1 1 25
1078 4 1 8 1 16 10 2 1 1 1 25
1079 2 2 1 1 31 2 2 1 1 1 37
1080 2 2 1 1 60 2 1 1 1 1 65
1081 2 2 1 1 18 3 2 2 1 1 41
1081 3 2 1 1 11 3 2 2 1 1 41
1082 2 2 1 1 62 2 2 1 1 1 62
1083 2 2 1 5 49 2 1 1 1 4 49
1083 3 1 1 4 21 3 1 1 1 4 49
1083 4 2 1 4 15 3 1 1 1 4 49
1084 2 2 1 1 48 2 1 1 1 1 49
1084 3 2 1 1 15 3 1 1 1 1 49
1085 2 1 1 1 45 3 1 2 1 1 68
1086 2 2 1 1 58 2 1 1 1 1 57
1087 2 1 1 1 37 2 1 2 1 1 32
1087 3 2 1 1 2 3 1 2 1 1 32
1088 2 2 1 1 65 2 2 1 1 1 60
1089 2 1 1 1 43 2 2 2 1 1 42
1089 3 2 1 1 20 3 2 2 1 1 42
1089 4 1 1 1 6 3 2 2 1 1 42
1090 2 2 8 1 17 3 1 1 8 1 42
1090 3 2 8 1 5 3 1 1 8 1 42
1091 2 2 1 1 38 2 1 1 1 1 36
1091 3 2 1 1 4 3 1 1 1 1 36
1092 2 2 6 1 42 2 2 1 1 1 45
1092 3 1 8 1 17 3 2 1 1 1 45
1092 4 1 8 1 15 3 2 1 1 1 45
1092 5 1 8 1 11 3 2 1 1 1 45
1093 2 1 2 1 38 11 1 2 1 1 38
1094 2 2 1 1 59 2 1 1 1 1 55
1095 2 1 2 1 21 3 1 2 2 1 49
1096 2 2 1 1 54 2 1 1 1 1 61
1096 3 1 1 1 22 3 1 1 1 1 61
1097 2 1 1 1 25 3 1 2 1 1 45
1098 2 1 1 1 51 2 1 2 1 1 52
1099 2 1 2 1 28 3 2 2 8 1 55
1100 2 2 2 1 31 2 2 1 2 1 29
1100 3 1 2 1 4 3 2 1 2 1 29
1100 4 1 2 1 3 3 2 1 2 1 29
1100 5 1 2 1 1 3 2 1 2 1 29
1101 2 2 1 1 48 2 1 1 1 1 51
1102 2 2 1 1 49 2 1 1 1 1 59
1102 3 1 1 1 17 3 1 1 1 1 59
1103 2 1 1 1 33 11 1 2 1 1 33
1104 2 1 2 1 94 2 1 2 2 1 73
1104 3 1 2 1 51 3 1 2 2 1 73
1105 2 1 1 1 54 2 1 2 1 1 47
1105 3 1 1 1 16 3 1 2 1 1 47
1105 4 1 1 1 14 3 1 2 1 1 47
1106 2 2 1 1 55 2 1 1 1 1 61
1107 2 2 1 1 34 2 1 1 1 1 35
1107 3 1 1 1 5 3 1 1 1 1 35
1107 4 1 1 1 5 3 1 1 1 1 35
1108 2 2 1 1 60 2 1 1 1 1 68
1109 2 1 1 2 11 3 1 2 1 2 44
1109 3 1 1 2 7 3 1 2 1 2 44
1110 2 2 1 1 39 2 1 1 1 1 46
1111 2 1 1 1 66 2 1 2 1 1 55
1111 3 2 1 1 16 3 1 2 1 1 55
1112 2 1 3 1 14 3 2 2 3 1 39
1113 2 2 1 1 32 2 1 1 1 1 34
1113 3 2 1 1 14 3 1 1 1 1 34
1113 4 2 1 1 12 3 1 1 1 1 34
1113 5 2 1 1 9 3 1 1 1 1 34
1113 6 1 1 1 4 3 1 1 1 1 34
1114 2 2 1 1 46 2 1 1 1 1 47
1114 3 2 1 1 14 3 1 1 1 1 47
1114 4 2 1 1 9 3 1 1 1 1 47
1115 2 2 1 1 15 3 2 2 1 1 49
1115 3 1 1 1 11 3 2 2 1 1 49
1115 4 2 1 1 56 11 2 2 1 1 49
1116 2 2 1 1 50 2 1 1 1 1 49
1117 2 2 2 1 21 3 2 2 2 1 34
1117 3 2 2 1 14 3 2 2 2 1 34
1118 2 2 1 2 75 2 2 1 1 2 75
1119 2 2 1 1 32 2 1 1 1 1 36
1119 3 1 1 1 10 3 1 1 1 1 36
1120 2 2 1 1 63 2 1 1 1 1 65
1121 2 2 1 1 69 2 1 1 1 1 71
1122 2 2 1 1 57 2 1 1 1 1 61
1123 2 2 1 1 40 2 1 1 1 1 48
1123 3 1 1 1 7 3 1 1 1 1 48
1124 2 1 1 1 50 5 1 2 1 1 21
1125 2 2 1 1 67 2 1 1 1 1 68
1126 2 1 2 1 42 3 2 2 2 1 67
1127 2 2 1 1 46 2 1 1 1 1 46
1127 3 1 1 1 14 3 1 1 1 1 46
1127 4 2 1 1 11 3 1 1 1 1 46
1128 2 2 1 1 49 2 1 1 1 1 59
1129 2 2 1 1 68 2 1 1 1 1 71
1130 2 2 1 1 70 2 1 1 1 1 71
1131 2 1 1 1 64 2 1 2 1 1 60
1132 2 1 2 1 40 2 2 2 2 1 40
1132 3 2 2 1 23 3 2 2 2 1 40
1132 4 2 2 1 14 3 2 2 2 1 40
1133 2 1 1 1 33 2 2 2 6 1 30
1134 2 2 1 1 46 2 1 1 1 1 49
1134 3 2 1 1 15 3 1 1 1 1 49
1134 4 2 1 1 12 3 1 1 1 1 49
1135 2 1 1 1 55 2 2 2 1 1 54
1135 3 1 1 1 23 3 2 2 1 1 54
1135 4 2 1 1 18 3 2 2 1 1 54
1135 5 2 1 1 14 3 2 2 1 1 54
1135 6 2 1 1 21 12 2 2 1 1 54
1136 2 2 1 1 38 2 1 1 1 1 39
1136 3 2 1 1 7 3 1 1 1 1 39
1136 4 1 1 1 4 3 1 1 1 1 39
1137 2 2 2 1 72 2 1 1 2 1 74
1137 3 1 2 1 93 5 1 1 2 1 74
1138 2 2 3 2 25 2 2 1 3 2 31
1138 3 2 3 2 7 3 2 1 3 2 31
1138 4 2 3 2 4 3 2 1 3 2 31
1138 5 1 3 2 1 3 2 1 3 2 31
1139 2 1 1 1 61 2 1 2 1 1 63
1140 2 2 1 1 53 2 1 1 1 1 55
1140 3 2 1 1 20 3 1 1 1 1 55
1140 4 2 1 1 18 3 1 1 1 1 55
1141 2 1 1 1 56 2 1 2 1 1 54
1141 3 2 1 1 14 3 1 2 1 1 54
1142 2 2 1 1 31 2 2 1 1 1 31
1142 3 2 1 1 9 3 2 1 1 1 31
1142 4 2 1 1 5 3 2 1 1 1 31
1143 2 1 1 1 49 2 1 2 1 1 48
1143 3 1 1 1 18 3 1 2 1 1 48
1143 4 2 1 1 15 3 1 2 1 1 48
1144 2 2 1 1 52 2 1 1 3 1 62
1144 3 1 3 1 37 3 1 1 3 1 62
1144 4 1 3 1 13 9 1 1 3 1 62
1145 2 1 1 1 58 2 1 2 1 1 64
1146 2 1 1 1 22 11 2 2 1 1 21
1146 3 2 7 1 21 11 2 2 1 1 21
1147 2 1 8 1 60 2 1 2 1 1 53
1148 2 2 1 2 23 3 2 2 1 2 42
1148 3 1 1 2 16 3 2 2 1 2 42
1149 2 2 1 1 41 2 1 1 1 1 41
1149 3 1 1 1 19 3 1 1 1 1 41
1149 4 2 1 1 16 3 1 1 1 1 41
1149 5 1 1 1 12 3 1 1 1 1 41
1149 6 1 1 1 9 3 1 1 1 1 41
1150 2 2 1 1 29 2 1 1 1 1 29
1150 3 1 1 1 4 3 1 1 1 1 29
1151 2 1 1 3 19 3 2 2 1 3 57
1152 2 1 1 1 56 2 1 2 1 1 56
1153 2 1 1 1 62 2 1 2 1 1 54
1154 2 2 1 1 50 2 1 1 1 1 42
1154 3 1 1 1 6 3 1 1 1 1 42
1154 4 2 1 1 22 3 1 1 1 1 42
1154 5 1 1 1 20 3 1 1 1 1 42
1154 6 2 1 1 25 7 1 1 1 1 42
1155 2 1 3 1 25 3 1 2 3 1 59
1155 3 2 3 1 5 9 1 2 3 1 59
1156 2 2 1 1 28 2 1 1 1 1 34
1156 3 2 1 1 3 3 1 1 1 1 34
1156 4 2 1 1 1 3 1 1 1 1 34
1157 2 1 1 1 43 2 1 2 1 1 39
1157 3 2 1 1 14 3 1 2 1 1 39
1157 4 1 1 1 11 3 1 2 1 1 39
1157 5 1 1 1 5 3 1 2 1 1 39
1158 2 2 1 2 42 2 2 1 1 2 44
1158 3 1 1 2 18 3 2 1 1 2 44
1158 4 2 1 2 17 3 2 1 1 2 44
1159 2 1 1 1 26 3 2 1 1 1 58
1160 2 2 8 1 21 3 2 2 8 1 43
1160 3 1 8 1 9 3 2 2 8 1 43
1161 2 1 1 1 61 3 1 2 1 1 80
1161 3 1 1 1 60 3 1 2 1 1 80
1161 4 1 1 1 41 9 1 2 1 1 80
1162 2 2 1 1 82 2 1 1 1 1 83
1162 3 1 1 1 53 3 1 1 1 1 83
1163 2 2 1 1 10 3 2 2 1 1 43
1164 2 2 1 1 31 2 1 1 1 1 32
1164 3 2 1 1 10 3 1 1 1 1 32
1164 4 2 1 1 5 3 1 1 1 1 32
1165 2 1 1 1 24 2 1 2 1 1 24
1166 2 2 7 2 17 3 2 1 7 2 37
1166 3 1 7 2 15 3 2 1 7 2 37
1166 4 1 7 2 9 3 2 1 7 2 37
1166 5 2 7 2 37 11 2 1 7 2 37
1167 2 2 1 1 62 2 1 1 1 1 62
1168 2 1 1 1 50 2 2 2 1 1 51
1169 2 2 1 1 55 2 1 1 1 1 63
1170 2 1 6 1 74 10 2 2 6 1 43
1170 3 2 6 1 73 10 2 2 6 1 43
1171 2 2 1 1 51 2 1 1 1 1 52
1171 3 2 1 1 19 3 1 1 1 1 52
1171 4 1 1 1 17 3 1 1 1 1 52
1171 5 2 1 1 13 3 1 1 1 1 52
1172 2 1 1 1 13 3 1 1 1 1 46
1172 3 2 1 1 10 3 1 1 1 1 46
1173 2 2 6 1 32 2 1 1 6 1 39
1173 3 2 6 1 4 3 1 1 6 1 39
1174 2 1 4 1 50 2 1 2 4 1 49
1174 3 1 4 1 17 3 1 2 4 1 49
1175 2 2 1 1 73 2 1 1 1 1 73
1176 2 1 1 1 83 2 1 2 1 1 81
1177 2 2 1 2 39 2 1 1 1 2 35
1177 3 2 1 2 14 3 1 1 1 2 35
1177 4 2 1 2 11 3 1 1 1 2 35
1177 5 1 1 2 10 3 1 1 1 2 35
1178 2 1 1 5 34 2 1 2 1 1 32
1178 3 1 1 5 4 3 1 2 1 1 32
1178 4 1 1 5 2 3 1 2 1 1 32
1179 2 1 1 1 29 11 2 2 1 1 27
1180 2 2 1 3 17 3 1 2 1 3 34
1180 3 2 1 3 2 3 1 2 1 3 34
1180 4 1 1 3 36 11 1 2 1 3 34
1181 2 1 1 1 27 2 1 2 1 1 53
1181 3 1 1 1 24 3 1 2 1 1 53
1181 4 1 1 1 19 3 1 2 1 1 53
1182 2 1 1 1 5 3 2 2 1 1 19
1182 3 2 1 1 5 3 2 2 1 1 19
1182 4 1 1 1 4 3 2 2 1 1 19
1183 2 2 1 1 54 2 1 1 1 1 59
1184 2 2 1 1 53 2 1 1 1 1 57
1185 2 2 1 2 72 2 1 1 1 2 71
1186 2 1 6 1 51 2 1 2 6 1 54
1186 3 1 6 1 15 3 1 2 6 1 54
1187 2 1 1 1 18 3 1 2 1 1 45
1187 3 1 1 1 15 3 1 2 1 1 45
1187 4 2 1 1 13 3 1 2 1 1 45
1187 5 1 1 1 12 3 1 2 1 1 45
1188 2 2 1 1 51 2 1 1 1 1 53
1189 2 1 1 1 66 2 2 2 1 1 63
1189 3 2 1 1 42 3 2 2 1 1 63
1189 4 1 1 2 20 9 2 2 1 1 63
1189 5 1 2 1 45 11 2 2 1 1 63
1190 2 2 6 1 83 5 1 2 6 1 57
1191 2 2 4 1 48 5 1 1 4 1 26
1191 3 2 4 1 78 10 1 1 4 1 26
1191 4 1 4 1 20 10 1 1 4 1 26
1192 2 1 1 1 63 2 1 2 1 1 51
1193 2 1 2 1 66 2 1 2 2 1 69
1193 3 1 2 1 32 9 1 2 2 1 69
1194 2 1 1 1 26 9 1 2 1 1 74
1195 2 1 1 1 80 2 1 2 1 1 78
1196 2 2 1 2 52 2 1 1 1 1 51
1196 3 2 1 1 2 3 1 1 1 1 51
1197 2 1 1 5 74 2 2 2 1 5 49
1197 3 2 1 5 22 3 2 2 1 5 49
1197 4 2 1 5 21 3 2 2 1 5 49
1197 5 2 1 5 18 3 2 2 1 5 49
